step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
25000,0.0000,0.4333,-23.248,0.0072,-35.197,0.1500,0.7192,8.5996,0.0000,178.5
50000,0.0000,0.4667,-11.101,0.0070,-21.498,0.1500,1.5457,7.8964,0.0000,424.8
75000,0.0000,0.7333,0.600,0.0077,-16.380,0.1500,2.1652,7.3842,0.0000,657.7
100000,0.0000,0.6667,-6.425,0.0085,-9.914,0.1500,2.7972,6.9594,0.0000,878.3
125000,0.0000,0.5667,-11.805,0.0104,-17.118,0.1500,2.8566,7.9866,0.0000,1097.9
150000,0.0000,0.6333,-2.197,0.0105,-11.192,0.1500,2.3710,6.7316,0.0000,1326.4
175000,0.0000,0.5333,-6.081,0.0120,-19.121,0.1500,4.3553,6.8608,0.0000,1562.5
200000,0.0000,0.6667,-7.144,0.0091,-5.386,0.1500,4.2885,6.8775,0.0000,1778.4
225000,0.0000,0.6333,6.685,0.0134,-7.847,0.1500,3.4365,5.5249,0.0000,1956.2
250000,0.0000,0.6667,5.483,0.0102,-4.759,0.1500,6.6226,6.4178,0.0000,2127.4
275000,0.0000,0.7000,12.164,0.0087,-7.465,0.1500,4.3300,5.9096,0.0000,2296.6
300000,0.0333,0.7333,40.745,0.0206,-13.161,0.1500,6.4218,5.3205,0.0000,2507.0
325000,0.0000,0.7667,14.373,0.0145,18.869,0.1500,5.4032,7.7552,0.0000,2727.5
350000,0.0333,0.8667,43.086,0.0336,-0.350,0.1500,7.8979,6.0476,0.0000,2953.5
375000,0.0000,0.8333,23.128,0.0159,4.532,0.1500,7.5990,7.7787,0.0000,3235.6
400000,0.0333,0.7667,37.016,0.0246,4.341,0.1500,12.6278,6.4199,0.0000,3510.5
425000,0.0333,0.7667,27.921,0.0198,46.906,0.1500,13.5010,8.0378,0.0000,3752.3
450000,0.1000,0.7000,18.882,0.0250,-9.101,0.1500,9.7416,7.7569,0.0000,3989.9
475000,0.0333,0.6333,18.864,0.0138,10.722,0.1500,18.0056,5.5571,0.0000,4264.6
500000,0.0000,0.6333,8.311,0.0127,-12.455,0.1500,17.9617,8.2530,0.0000,4467.3
525000,0.0000,0.7000,8.666,0.0086,-4.250,0.1500,34.7105,6.4465,0.0000,4709.1
550000,0.0000,0.6333,16.878,0.0162,-5.974,0.1500,17.2423,9.5807,0.0000,4993.3
575000,0.0000,0.7667,7.761,0.0148,28.765,0.1500,18.2259,10.1631,0.0000,5260.9
600000,0.0000,0.7333,22.010,0.0203,-1.788,0.1500,57.2617,4.9437,0.0000,5511.1
