step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
25000,0.0000,0.3667,-22.053,0.0077,-35.886,0.1500,0.8160,8.0582,0.0000,178.8
50000,0.0000,0.5333,-11.144,0.0100,-24.204,0.1500,1.6517,8.5035,0.0000,413.1
75000,0.0000,0.6333,-8.923,0.0064,-28.677,0.1500,2.6043,9.7817,0.0000,642.7
100000,0.0000,0.6333,-7.774,0.0086,-30.786,0.1500,4.4793,8.7427,0.0000,867.4
125000,0.0000,0.6000,-6.262,0.0092,-29.636,0.1500,2.6372,9.4907,0.0000,1093.2
150000,0.0000,0.6000,-8.379,0.0115,-27.522,0.1500,3.0359,8.2661,0.0000,1316.1
175000,0.0000,0.7333,0.926,0.0148,-18.652,0.1500,2.5864,8.6966,0.0000,1546.6
200000,0.0333,0.7333,19.350,0.0111,-28.229,0.1500,3.7012,8.6395,0.0000,1766.2
225000,0.0000,0.6667,-2.910,0.0113,-22.126,0.1500,4.4693,8.2870,0.0000,1943.1
250000,0.0000,0.6667,12.052,0.0122,-14.552,0.1500,4.2133,8.6020,0.0000,2114.7
275000,0.0000,0.5667,8.739,0.0165,-0.173,0.1500,5.8316,7.9564,0.0000,2281.1
300000,0.0000,0.7667,27.241,0.0290,-4.249,0.1500,4.5646,8.2032,0.0000,2483.9
325000,0.0000,0.8000,17.579,0.0173,8.818,0.1500,4.2141,8.6774,0.0000,2708.6
350000,0.0000,0.8667,30.736,0.0127,12.872,0.1500,7.7501,7.5853,0.0000,2933.3
375000,0.0000,0.8667,21.623,0.0160,-14.722,0.1500,5.5891,7.0663,0.0000,3252.3
400000,0.0333,0.8667,31.391,0.0144,-0.122,0.1500,7.0294,8.9296,0.0000,3537.3
425000,0.0667,0.8667,54.004,0.0256,-5.823,0.1500,9.5006,9.0131,0.0000,3804.3
450000,0.0000,0.8333,14.607,0.0154,-10.998,0.1500,10.3253,5.8010,0.0000,4058.9
475000,0.0000,0.8667,28.810,0.0184,-18.070,0.1500,9.0898,6.4624,0.0000,4308.7
500000,0.0333,0.9000,40.620,0.0199,11.374,0.1500,17.2800,4.9144,0.0000,4514.3
525000,0.0333,0.9000,52.084,0.0399,6.180,0.1500,16.8751,5.4751,0.0000,4747.2
550000,0.1000,0.7667,71.228,0.0218,0.522,0.1500,13.2101,5.9564,0.0000,5012.6
575000,0.0667,0.8000,62.534,0.0275,-19.629,0.1500,14.9707,6.7529,0.0000,5246.4
600000,0.0667,0.8333,61.694,0.0223,10.817,0.1500,22.3454,6.1708,0.0000,5489.1
